SO,Fase,Variable_o_Escenario,Valor_o_Latencia,Jitter_ms,Perdida_pct,TLS,Iteracion,time_connect,time_appconnect,handshake_ms,time_total,http_code,status
macOS,Parametro,Latencia,300,0,0,tls12,44,0.312915,1.116083,803.168,2.178392,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,45,0.31224,1.01195,699.71,2.242069,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,46,0.311342,1.003615,692.273,2.163745,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,47,0.372456,1.040741,668.285,2.164548,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,48,0.311152,0.968384,657.232,2.040636,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,49,0.313823,0.980937,667.114,2.528261,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,50,0.326259,1.003604,677.345,2.22256,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,1,0.011839,0.063521,51.682,0.295629,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,2,0.019336,0.075958,56.622,0.209951,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,3,0.014445,0.068365,53.92,0.225543,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,4,0.011753,0.065704,53.951,0.206784,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,5,0.012623,0.068908,56.285,0.239039,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,6,0.011291,0.061556,50.265,0.187558,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,7,0.012188,0.076953,64.765,0.261679,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,8,0.013187,0.067037,53.85,0.321348,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,9,0.01175,0.126218,114.468,0.332881,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,10,0.012222,0.064628,52.406,0.289837,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,11,0.011627,0.15455,142.923,0.273154,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,12,0.014693,0.159712,145.019,0.372505,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,13,0.012396,0.063523,51.127,0.285232,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,14,0.029502,0.145163,115.661,0.269725,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,15,0.011995,0.156026,144.031,0.392237,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,16,0.012688,0.067414,54.726,0.258849,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,17,0.012997,0.15271,139.713,0.290296,200,OK
macOS,Parametro,Perdida,0,0,0,tls12,18,0.011506,0.157373,145.867,0.387414,200,OK
